CustomerID,Gender,Age,Tenure,ContractType,InternetService,MonthlyCharges,TotalCharges,PaymentMethod,TechSupport,StreamingTV,OnlineSecurity,PaperlessBilling,Churn
CUST02931,Female,33,23,Month-to-month,Fiber optic,60.57,1373.21,Credit card,No,Yes,No,Yes,1
CUST02932,Male,50,31,One year,DSL,49.21,1439.39,Electronic check,Yes,Yes,No,Yes,0
CUST02933,Male,29,18,Month-to-month,DSL,51.79,887.34,Credit card,No,Yes,Yes,Yes,1
CUST02934,Male,51,65,Two year,Fiber optic,45.77,2967.55,Bank transfer,No,No,Yes,No,0
CUST02935,Male,24,59,Month-to-month,DSL,40.57,2356.9,Mailed check,Yes,No,Yes,No,0
CUST02936,Male,28,65,One year,Fiber optic,35.32,2272.72,Mailed check,No,Yes,Yes,Yes,0
CUST02937,Female,48,14,One year,Fiber optic,98.91,1389.74,Electronic check,Yes,No,No,Yes,1
CUST02938,Male,46,34,Month-to-month,Fiber optic,88.99,2924.81,Credit card,Yes,Yes,Yes,No,1
CUST02939,Male,79,68,Two year,DSL,54.59,3773.16,Mailed check,No,Yes,No,Yes,0
CUST02940,Male,30,26,One year,Fiber optic,85.6,2237.95,Mailed check,No,Yes,Yes,No,1
CUST02941,Male,48,6,Two year,Fiber optic,59.66,287.46,Mailed check,No,No,No,Yes,1
CUST02942,Male,19,5,Month-to-month,DSL,47.83,236.18,Electronic check,No,No,No,Yes,1
CUST02943,Male,56,32,Month-to-month,Fiber optic,45.17,1475.59,Bank transfer,Yes,Yes,Yes,No,1
CUST02944,Male,32,57,Two year,Fiber optic,71.02,4045.45,Electronic check,No,No,Yes,Yes,1
CUST02945,Female,74,48,One year,Fiber optic,80.38,3879.65,Bank transfer,No,No,Yes,No,0
CUST02946,Female,28,16,One year,Fiber optic,58.55,974.14,Mailed check,No,Yes,Yes,Yes,0
CUST02947,Male,51,41,Two year,DSL,46.78,1839.69,Bank transfer,No,No,Yes,Yes,0
CUST02948,Female,56,71,Month-to-month,Fiber optic,59.32,4177.26,Electronic check,Yes,No,Yes,No,0
CUST02949,Female,21,39,Month-to-month,Fiber optic,64.66,2621.53,Electronic check,No,No,No,Yes,0
CUST02950,Female,28,45,Month-to-month,Fiber optic,55.73,2481.74,Credit card,No,No,No,No,1
CUST02951,Female,46,70,One year,Fiber optic,93.71,6591.33,Credit card,No,No,No,Yes,1
CUST02952,Male,19,69,One year,Fiber optic,82.09,5728.59,Electronic check,No,Yes,No,Yes,1
CUST02953,Female,78,67,Two year,Fiber optic,52.37,3518.16,Credit card,No,Yes,No,No,0
CUST02954,Female,33,0,Month-to-month,Fiber optic,53.72,-29.41,Mailed check,Yes,No,No,Yes,1
CUST02955,Female,56,51,One year,Fiber optic,60.16,3100.83,Bank transfer,No,No,No,Yes,0
CUST02956,Male,30,34,Two year,Fiber optic,60.63,2085.08,Electronic check,No,No,Yes,No,0
CUST02957,Male,54,68,One year,Fiber optic,59.24,4006.91,Electronic check,No,No,No,No,0
CUST02958,Male,34,4,Month-to-month,Fiber optic,58.14,229.62,Credit card,No,Yes,No,No,1
CUST02959,Male,38,16,One year,DSL,37.75,585.12,Electronic check,No,Yes,No,Yes,0
CUST02960,Male,61,52,Two year,DSL,49.05,2497.12,Credit card,Yes,No,No,No,0
CUST02961,Male,77,51,Two year,Fiber optic,32.98,1685.7,Mailed check,No,No,No,No,1
CUST02962,Male,36,13,One year,Fiber optic,60.23,882.28,Electronic check,Yes,No,No,Yes,0
CUST02963,Female,24,28,Two year,DSL,61.06,1754.67,Mailed check,No,Yes,No,No,0
CUST02964,Female,55,7,Month-to-month,Fiber optic,60.28,517.14,Mailed check,No,Yes,No,Yes,1
CUST02965,Female,25,0,Month-to-month,DSL,33.89,28.91,Electronic check,No,Yes,No,Yes,1
CUST02966,Male,30,28,Two year,Fiber optic,35.98,1053.83,Credit card,No,No,No,Yes,1
CUST02967,Male,54,35,Month-to-month,Fiber optic,64.03,2231.19,Credit card,Yes,No,No,Yes,1
CUST02968,Male,19,50,Month-to-month,Fiber optic,61.93,3066.78,Mailed check,No,No,No,Yes,1
CUST02969,Male,58,36,Month-to-month,DSL,49.85,1764.69,Credit card,No,No,No,Yes,0
CUST02970,Male,79,68,Month-to-month,No,35.02,2430.45,Credit card,No,Yes,No,Yes,0
CUST02971,Female,28,52,One year,Fiber optic,61.44,3235.44,Mailed check,No,Yes,No,Yes,0
CUST02972,Female,41,51,Month-to-month,Fiber optic,59.22,3033.67,Electronic check,No,Yes,No,Yes,0
CUST02973,Male,23,11,Two year,Fiber optic,90.91,1012.94,Electronic check,Yes,No,No,Yes,1
CUST02974,Male,78,51,Two year,No,23.53,1264.94,Bank transfer,No,No,No,No,0
CUST02975,Male,43,0,Month-to-month,Fiber optic,88.45,-73.95,Electronic check,No,No,No,Yes,1
CUST02976,Male,24,6,Month-to-month,Fiber optic,56.72,344.28,Credit card,Yes,No,No,No,1
CUST02977,Female,74,16,One year,DSL,36.55,667.28,Bank transfer,Yes,No,Yes,Yes,0
CUST02978,Male,56,42,One year,Fiber optic,54.33,2322.21,Bank transfer,No,No,No,Yes,1
CUST02979,Male,36,70,Month-to-month,Fiber optic,71.03,4902.25,Bank transfer,No,No,No,Yes,0
CUST02980,Male,23,16,Month-to-month,Fiber optic,84.95,1388.27,Electronic check,No,Yes,Yes,No,0
CUST02981,Male,60,58,Month-to-month,DSL,57.86,3361.69,Bank transfer,Yes,No,Yes,No,0
CUST02982,Female,46,2,Month-to-month,Fiber optic,101.18,258.11,Bank transfer,No,No,No,Yes,1
CUST02983,Male,60,28,Month-to-month,Fiber optic,86.18,2391.66,Bank transfer,No,No,No,Yes,0
CUST02984,Male,56,21,One year,Fiber optic,58.77,1274.26,Electronic check,No,Yes,No,Yes,0
CUST02985,Female,19,37,One year,Fiber optic,63.7,2290.98,Electronic check,Yes,Yes,No,Yes,1
CUST02986,Female,36,53,One year,DSL,65.13,3576.23,Electronic check,No,No,Yes,No,0
CUST02987,Female,21,49,Month-to-month,DSL,61.03,3083.92,Electronic check,No,Yes,No,No,1
CUST02988,Male,75,68,One year,DSL,61.48,4187.29,Mailed check,No,No,No,No,0
CUST02989,Male,23,29,Month-to-month,DSL,63.09,1777.18,Electronic check,No,Yes,No,Yes,1
CUST02990,Female,66,22,Month-to-month,DSL,53.93,1243.38,Credit card,No,No,No,Yes,0
CUST02991,Female,74,46,One year,Fiber optic,56.27,2638.5,Bank transfer,Yes,Yes,Yes,No,0
CUST02992,Female,54,20,One year,No,50.08,1091.92,Electronic check,No,No,No,Yes,0
CUST02993,Female,78,19,Month-to-month,DSL,49.28,923.32,Credit card,No,Yes,No,Yes,1
CUST02994,Female,45,22,One year,Fiber optic,68.64,1510.95,Credit card,No,No,No,Yes,0
CUST02995,Female,47,67,Two year,Fiber optic,82.68,5525.43,Credit card,Yes,Yes,Yes,Yes,0
CUST02996,Male,24,20,Month-to-month,No,52.79,1048.54,Mailed check,Yes,Yes,No,No,0
CUST02997,Male,26,20,One year,No,34.69,627.83,Mailed check,No,No,Yes,No,0
CUST02998,Male,42,0,Two year,DSL,35.92,73.6,Mailed check,No,Yes,No,Yes,1
CUST02999,Female,50,14,One year,DSL,35.58,472.85,Credit card,Yes,No,No,Yes,0
CUST03000,Female,18,16,Month-to-month,DSL,43.39,668.68,Electronic check,Yes,Yes,Yes,Yes,0
CUST03001,Female,68,50,Month-to-month,Fiber optic,64.77,3139.76,Credit card,No,No,No,Yes,1
CUST03002,Female,23,62,Month-to-month,Fiber optic,90.97,5590.44,Mailed check,Yes,No,Yes,Yes,0
CUST03003,Female,35,13,Month-to-month,DSL,78.41,1045.21,Mailed check,No,No,No,Yes,1
CUST03004,Female,27,58,One year,Fiber optic,84.96,4889.27,Mailed check,No,No,Yes,Yes,1
CUST03005,Male,45,49,Month-to-month,Fiber optic,91.24,4400.79,Electronic check,No,No,Yes,Yes,1
CUST03006,Male,28,33,Two year,No,37.73,1271.6,Credit card,Yes,No,Yes,No,0
CUST03007,Female,50,5,Month-to-month,DSL,66.65,403.71,Mailed check,No,Yes,No,No,1
CUST03008,Male,18,48,One year,DSL,47.46,2276.28,Credit card,Yes,No,Yes,Yes,0
CUST03009,Female,30,5,Month-to-month,DSL,64.12,384.76,Credit card,Yes,No,No,Yes,1
CUST03010,Male,54,68,Month-to-month,DSL,58.4,3968.66,Mailed check,Yes,Yes,No,Yes,1
CUST03011,Female,37,6,One year,Fiber optic,69.08,430.07,Bank transfer,Yes,No,No,Yes,0
CUST03012,Female,18,50,Month-to-month,DSL,45.3,2267.59,Bank transfer,No,Yes,No,No,1
CUST03013,Male,69,0,Month-to-month,Fiber optic,62.87,85,Bank transfer,No,No,Yes,Yes,1
CUST03014,Male,20,12,Month-to-month,DSL,56,684.73,Mailed check,Yes,No,No,Yes,1
CUST03015,Female,35,42,Month-to-month,DSL,55.03,2278.01,Credit card,No,No,Yes,Yes,0
CUST03016,Female,58,26,One year,Fiber optic,52.77,1337.9,Bank transfer,No,No,No,Yes,0
CUST03017,Male,31,70,Two year,No,58.51,4034.63,Electronic check,No,Yes,No,Yes,0
CUST03018,Male,48,2,Month-to-month,Fiber optic,50.46,69.97,Bank transfer,Yes,Yes,No,Yes,1
CUST03019,Female,44,57,Month-to-month,No,37.2,2224.19,Electronic check,Yes,Yes,Yes,Yes,1
CUST03020,Male,34,16,One year,Fiber optic,57.19,909.65,Bank transfer,Yes,Yes,Yes,Yes,0
CUST03021,Female,72,44,Two year,Fiber optic,71.04,3058.87,Bank transfer,No,No,No,Yes,0
CUST03022,Female,63,57,Two year,Fiber optic,68.34,3907.59,Bank transfer,No,No,Yes,Yes,0
CUST03023,Female,46,55,One year,DSL,46.12,2543.4,Electronic check,No,No,No,Yes,0
CUST03024,Female,53,53,Month-to-month,DSL,41.42,2187.46,Electronic check,Yes,Yes,No,Yes,1
CUST03025,Male,54,28,Month-to-month,Fiber optic,71.84,1975.66,Bank transfer,No,No,Yes,No,1
CUST03026,Male,43,53,Month-to-month,DSL,57.93,3108.97,Electronic check,No,Yes,Yes,Yes,1
CUST03027,Male,70,26,Month-to-month,DSL,48.68,1367.46,Credit card,No,No,No,Yes,0
CUST03028,Male,34,44,One year,DSL,51.17,2263.6,Bank transfer,Yes,Yes,No,Yes,0
CUST03029,Male,39,30,One year,Fiber optic,73.12,2172.26,Credit card,No,No,No,Yes,0
CUST03030,Male,78,35,One year,Fiber optic,87.29,3148.57,Mailed check,No,No,Yes,Yes,1
CUST03031,Male,42,60,Month-to-month,Fiber optic,80.85,4735.59,Mailed check,No,No,Yes,No,1
CUST03032,Female,19,36,One year,Fiber optic,90.76,3140.22,Mailed check,No,Yes,No,Yes,0
CUST03033,Male,72,66,Month-to-month,Fiber optic,70.2,4571.41,Credit card,No,Yes,No,Yes,1
CUST03034,Male,39,35,Month-to-month,Fiber optic,86.59,3154.32,Electronic check,Yes,No,No,No,1
CUST03035,Female,22,4,Month-to-month,No,36.21,211.56,Mailed check,Yes,No,No,No,0
CUST03036,Male,21,45,Two year,Fiber optic,84.22,3786.49,Bank transfer,No,No,Yes,Yes,1
CUST03037,Male,53,51,Month-to-month,Fiber optic,81.83,4164.05,Bank transfer,No,No,No,No,1
CUST03038,Female,23,48,One year,Fiber optic,39.51,1824.94,Electronic check,No,Yes,No,Yes,1
CUST03039,Male,69,5,Month-to-month,Fiber optic,55.24,300.3,Bank transfer,No,Yes,Yes,Yes,1
CUST03040,Male,38,9,Month-to-month,Fiber optic,71.79,740.09,Credit card,Yes,Yes,No,Yes,1
CUST03041,Male,30,22,Two year,DSL,58.46,1256.7,Mailed check,No,No,Yes,Yes,0
CUST03042,Female,71,16,Month-to-month,Fiber optic,41.38,647.21,Credit card,Yes,No,No,No,0
CUST03043,Male,54,43,Month-to-month,DSL,41.52,1847.2,Bank transfer,No,No,No,Yes,0
CUST03044,Male,72,40,Month-to-month,DSL,44.17,1815.63,Credit card,No,No,Yes,Yes,0
CUST03045,Female,42,14,Two year,Fiber optic,55.74,786.79,Electronic check,No,Yes,Yes,Yes,0
CUST03046,Male,43,43,Month-to-month,Fiber optic,51.77,2213.55,Credit card,No,No,No,No,1
CUST03047,Female,72,57,Month-to-month,DSL,62.21,3547.98,Bank transfer,No,No,No,Yes,1
CUST03048,Female,56,49,Month-to-month,DSL,57.96,2850.99,Bank transfer,No,No,No,Yes,0
CUST03049,Male,37,51,Month-to-month,Fiber optic,77.89,3973.89,Mailed check,No,Yes,No,No,1
CUST03050,Female,50,69,Month-to-month,Fiber optic,66.23,4587.39,Credit card,Yes,Yes,Yes,No,1
CUST03051,Female,31,67,One year,DSL,29.46,2033.52,Electronic check,No,No,No,Yes,0
CUST03052,Male,73,62,One year,DSL,57.53,3622.44,Mailed check,No,No,No,Yes,0
CUST03053,Female,53,57,Month-to-month,Fiber optic,48.82,2825.81,Bank transfer,No,No,No,Yes,1
CUST03054,Female,34,22,One year,Fiber optic,71.2,1604.16,Credit card,No,No,Yes,Yes,0
CUST03055,Male,38,43,Two year,DSL,69.31,3055.38,Electronic check,No,Yes,No,Yes,0
CUST03056,Male,63,43,Two year,DSL,55.11,2387.56,Bank transfer,Yes,Yes,Yes,Yes,0
CUST03057,Male,33,51,Month-to-month,Fiber optic,69.89,3569.89,Bank transfer,No,Yes,Yes,Yes,1
CUST03058,Female,63,66,Month-to-month,DSL,43.45,2784.29,Mailed check,Yes,Yes,No,Yes,0
CUST03059,Male,33,27,Two year,DSL,48.45,1294.28,Bank transfer,No,Yes,Yes,No,0
CUST03060,Female,73,66,Month-to-month,Fiber optic,89.32,5832.77,Electronic check,No,Yes,No,Yes,1
CUST03061,Female,37,17,Month-to-month,No,42.85,711.94,Electronic check,Yes,Yes,No,Yes,1
CUST03062,Female,46,26,Two year,DSL,27.79,718.68,Mailed check,No,Yes,No,No,0
CUST03063,Female,45,50,Month-to-month,Fiber optic,55.9,2843.97,Mailed check,No,Yes,Yes,Yes,0
CUST03064,Female,25,59,Month-to-month,DSL,77.78,4536.69,Electronic check,No,No,No,Yes,0
CUST03065,Female,41,48,Month-to-month,Fiber optic,70.82,3439.39,Mailed check,No,No,Yes,Yes,1
CUST03066,Female,20,14,One year,DSL,64.76,902.22,Bank transfer,No,Yes,Yes,Yes,0
CUST03067,Male,42,67,Month-to-month,Fiber optic,63.01,4172.24,Electronic check,No,Yes,No,Yes,1
CUST03068,Male,36,14,Two year,Fiber optic,55.44,660.78,Mailed check,No,Yes,No,Yes,0
CUST03069,Female,50,50,One year,No,50.13,2501.37,Electronic check,No,No,No,Yes,0
CUST03070,Female,19,47,Month-to-month,Fiber optic,45.26,2130.89,Bank transfer,No,Yes,Yes,No,0
CUST03071,Male,32,71,Month-to-month,DSL,57.71,4096.68,Mailed check,No,Yes,No,Yes,0
CUST03072,Female,39,0,Month-to-month,Fiber optic,76.85,40.46,Electronic check,No,No,No,Yes,1
CUST03073,Male,77,6,One year,DSL,71.9,475.96,Bank transfer,Yes,Yes,Yes,Yes,1
CUST03074,Male,27,52,Month-to-month,Fiber optic,80.15,4218.88,Mailed check,Yes,No,No,Yes,1
CUST03075,Male,35,30,Two year,Fiber optic,89.7,2676.54,Electronic check,No,No,No,Yes,0
CUST03076,Female,39,17,Month-to-month,Fiber optic,56.99,938.05,Bank transfer,No,No,No,No,1
CUST03077,Female,63,11,Month-to-month,Fiber optic,74.65,813.69,Bank transfer,Yes,No,No,Yes,1
CUST03078,Male,66,47,Month-to-month,Fiber optic,72.9,3436.5,Bank transfer,No,Yes,No,Yes,0
CUST03079,Male,44,29,One year,No,27.99,818.01,Credit card,No,No,Yes,No,0
CUST03080,Male,30,6,Month-to-month,No,53.44,308.25,Bank transfer,No,Yes,Yes,Yes,1
CUST03081,Male,50,2,Month-to-month,Fiber optic,48.92,60.54,Bank transfer,Yes,No,No,Yes,1
CUST03082,Male,22,62,Two year,Fiber optic,74.72,4554.4,Mailed check,Yes,Yes,Yes,No,0
CUST03083,Female,43,5,Month-to-month,Fiber optic,75.28,472.25,Credit card,Yes,Yes,Yes,Yes,1
CUST03084,Male,30,14,Month-to-month,DSL,73.34,998.82,Bank transfer,No,No,No,Yes,1
CUST03085,Female,44,70,One year,DSL,58.87,4077.6,Mailed check,No,No,No,No,0
CUST03086,Male,74,42,One year,Fiber optic,51.22,2212.29,Mailed check,No,Yes,Yes,Yes,0
CUST03087,Female,31,17,Month-to-month,DSL,70.01,1184.17,Electronic check,Yes,No,No,Yes,1
CUST03088,Female,41,21,Month-to-month,Fiber optic,64.73,1367.83,Electronic check,No,No,No,No,1
CUST03089,Female,20,60,One year,Fiber optic,85.21,5153.06,Credit card,Yes,No,No,Yes,0
CUST03090,Female,64,60,Month-to-month,Fiber optic,55.04,3349.1,Mailed check,Yes,No,No,No,1
CUST03091,Female,68,52,One year,DSL,49.82,2614.68,Bank transfer,No,No,No,No,0
CUST03092,Female,66,25,Month-to-month,DSL,54.64,1367.07,Bank transfer,Yes,No,No,Yes,0
CUST03093,Male,47,39,Month-to-month,DSL,31.98,1304.08,Mailed check,No,No,No,Yes,1
CUST03094,Female,52,7,Month-to-month,DSL,54.43,375.91,Credit card,Yes,No,Yes,Yes,1
CUST03095,Male,65,20,Month-to-month,No,52.11,1034.78,Bank transfer,Yes,Yes,No,Yes,1
CUST03096,Female,31,42,One year,DSL,55.54,2300.9,Credit card,No,Yes,No,Yes,0
CUST03097,Female,29,20,Month-to-month,DSL,71.5,1453.37,Mailed check,Yes,No,No,Yes,0
CUST03098,Male,45,2,Month-to-month,DSL,59.77,100.79,Credit card,Yes,Yes,Yes,Yes,1
CUST03099,Female,61,30,Two year,Fiber optic,59.44,1832.25,Electronic check,No,No,No,Yes,0
CUST03100,Male,46,26,Month-to-month,Fiber optic,52.77,1244.2,Credit card,No,Yes,No,Yes,0
CUST03101,Male,60,26,One year,DSL,38.33,947.89,Credit card,No,No,Yes,No,0
CUST03102,Male,34,56,Two year,No,41.24,2394.64,Bank transfer,No,No,No,Yes,0
CUST03103,Male,57,32,Two year,Fiber optic,69.94,2167.86,Credit card,No,Yes,No,Yes,0
CUST03104,Female,66,43,Two year,DSL,39.57,1642.08,Bank transfer,Yes,No,No,Yes,0
CUST03105,Female,38,42,Month-to-month,Fiber optic,101.92,4340.07,Bank transfer,No,No,No,No,0
CUST03106,Male,74,30,Two year,Fiber optic,85.27,2498.66,Electronic check,No,No,No,Yes,0
CUST03107,Female,40,64,One year,DSL,71.72,4526.47,Bank transfer,Yes,No,No,No,0
CUST03108,Female,37,16,One year,Fiber optic,70.8,1148.53,Mailed check,No,No,No,No,0
CUST03109,Male,28,14,Month-to-month,DSL,53.79,855.41,Bank transfer,No,No,No,Yes,0
CUST03110,Female,74,33,Two year,Fiber optic,82.1,2738.01,Mailed check,No,Yes,Yes,Yes,0
CUST03111,Male,74,3,One year,Fiber optic,56.16,71.56,Bank transfer,No,Yes,Yes,Yes,0
CUST03112,Male,51,71,One year,Fiber optic,61.23,4336.77,Mailed check,Yes,Yes,No,Yes,0
CUST03113,Female,27,27,Month-to-month,Fiber optic,72.33,2002.67,Electronic check,No,No,No,Yes,1
CUST03114,Female,27,1,Month-to-month,DSL,44.31,13.29,Credit card,Yes,Yes,No,Yes,1
CUST03115,Female,60,16,Two year,DSL,36.57,488.76,Bank transfer,No,No,Yes,No,0
CUST03116,Male,77,57,Month-to-month,Fiber optic,82.92,4702.87,Electronic check,Yes,No,No,Yes,1
CUST03117,Male,23,8,Month-to-month,DSL,48.54,363.3,Electronic check,No,Yes,Yes,Yes,0
CUST03118,Female,53,30,One year,DSL,30.12,861.72,Bank transfer,No,No,No,Yes,0
CUST03119,Female,41,65,Month-to-month,Fiber optic,69.37,4523.78,Bank transfer,No,No,No,Yes,1
CUST03120,Female,29,61,Month-to-month,DSL,42.03,2477.08,Mailed check,No,No,No,Yes,1
CUST03121,Female,60,18,Month-to-month,DSL,50.6,948.86,Bank transfer,Yes,Yes,No,Yes,0
CUST03122,Male,72,54,Month-to-month,DSL,37,1936.04,Bank transfer,Yes,Yes,No,Yes,0
CUST03123,Female,40,27,Month-to-month,DSL,51.72,1387.34,Mailed check,No,No,No,No,1
CUST03124,Male,44,49,Month-to-month,Fiber optic,71.49,3442.34,Mailed check,No,Yes,No,No,1
CUST03125,Male,75,64,Month-to-month,DSL,49.58,3185.41,Bank transfer,No,No,No,Yes,0
CUST03126,Female,74,2,One year,No,43.24,11.34,Bank transfer,Yes,Yes,No,Yes,1
CUST03127,Female,62,51,Two year,DSL,50.47,2583.62,Bank transfer,No,No,Yes,Yes,0
CUST03128,Female,54,9,Month-to-month,Fiber optic,77,649.52,Credit card,Yes,No,No,Yes,1
CUST03129,Male,23,20,Month-to-month,Fiber optic,73.41,1449.46,Credit card,No,No,No,Yes,1
CUST03130,Female,18,36,Month-to-month,DSL,48.43,1828.16,Electronic check,No,Yes,No,Yes,1
CUST03131,Female,23,14,One year,Fiber optic,50.98,669.08,Electronic check,No,No,No,Yes,0
CUST03132,Male,67,8,Two year,Fiber optic,81.68,632.46,Bank transfer,Yes,Yes,Yes,Yes,0
CUST03133,Female,39,43,Month-to-month,DSL,32.26,1362.88,Mailed check,No,Yes,Yes,Yes,0
CUST03134,Male,58,38,Month-to-month,No,39.2,1472.46,Bank transfer,No,Yes,No,Yes,1
CUST03135,Female,41,4,One year,DSL,44.37,200.61,Bank transfer,No,No,No,No,0
CUST03136,Male,42,24,One year,DSL,56.16,1342.22,Electronic check,No,No,Yes,Yes,0
CUST03137,Female,78,55,Month-to-month,Fiber optic,56.06,3056.7,Bank transfer,Yes,No,Yes,Yes,1
CUST03138,Female,32,63,One year,DSL,42.89,2733.05,Bank transfer,No,No,No,No,0
CUST03139,Male,43,71,One year,Fiber optic,86.83,6064.83,Electronic check,No,No,Yes,Yes,0
CUST03140,Male,25,51,Two year,Fiber optic,77.68,4075.78,Electronic check,No,Yes,No,Yes,0
CUST03141,Female,68,8,Month-to-month,No,34.65,279.43,Mailed check,Yes,No,No,Yes,1
CUST03142,Male,41,9,Two year,Fiber optic,67.04,614.11,Mailed check,No,No,No,Yes,0
CUST03143,Male,65,9,Month-to-month,No,43.37,420.08,Mailed check,Yes,No,No,No,1
CUST03144,Male,55,61,One year,Fiber optic,53.48,3271.1,Credit card,No,No,No,Yes,0
CUST03145,Male,78,59,Month-to-month,DSL,52.28,3083.52,Credit card,No,No,No,No,0
CUST03146,Female,23,18,Month-to-month,Fiber optic,68.74,1175.07,Bank transfer,Yes,Yes,No,Yes,1
CUST03147,Female,71,37,One year,Fiber optic,61.45,2311.32,Mailed check,Yes,No,Yes,No,0
CUST03148,Male,52,5,Month-to-month,Fiber optic,45.13,304.01,Electronic check,No,No,Yes,No,1
CUST03149,Male,59,14,Month-to-month,Fiber optic,81.74,1147.14,Mailed check,No,No,Yes,Yes,0
CUST03150,Male,18,46,Month-to-month,Fiber optic,49.86,2243.48,Bank transfer,Yes,No,No,No,1
CUST03151,Male,77,44,Month-to-month,Fiber optic,55.59,2470.25,Credit card,No,Yes,No,Yes,1
CUST03152,Female,63,4,Month-to-month,No,40.8,115.29,Credit card,Yes,Yes,No,Yes,1
CUST03153,Female,53,52,Two year,Fiber optic,52.36,2759.74,Bank transfer,No,Yes,No,Yes,0
CUST03154,Male,75,65,Month-to-month,DSL,42.41,2717.67,Mailed check,No,Yes,No,No,1
CUST03155,Male,29,61,Month-to-month,Fiber optic,92.86,5704.73,Bank transfer,No,No,No,Yes,1
CUST03156,Male,55,22,Month-to-month,DSL,57.6,1179.35,Bank transfer,No,No,No,No,0
CUST03157,Female,28,43,Month-to-month,Fiber optic,68.31,3082.92,Credit card,No,No,Yes,Yes,0
CUST03158,Male,29,51,Month-to-month,DSL,48.32,2512.15,Credit card,No,Yes,No,No,1
CUST03159,Female,59,45,Month-to-month,DSL,48.14,2214.95,Credit card,No,Yes,Yes,Yes,1
CUST03160,Male,67,18,Month-to-month,DSL,32.54,615.87,Bank transfer,Yes,Yes,No,Yes,0
CUST03161,Female,56,46,Month-to-month,DSL,60.44,2827.96,Mailed check,No,Yes,No,No,1
CUST03162,Male,24,51,One year,Fiber optic,83.83,4233.38,Bank transfer,No,No,Yes,Yes,1
CUST03163,Female,28,23,One year,DSL,49.81,1156.55,Mailed check,No,Yes,Yes,Yes,0
CUST03164,Male,53,16,Month-to-month,Fiber optic,72.18,1132.1,Mailed check,No,Yes,Yes,No,0
CUST03165,Male,69,45,Month-to-month,Fiber optic,69.4,3054.07,Bank transfer,No,No,No,No,0
CUST03166,Male,48,63,Two year,DSL,37.06,2387.96,Mailed check,No,Yes,No,Yes,0
CUST03167,Female,50,27,Month-to-month,Fiber optic,80.81,2129.76,Mailed check,No,Yes,No,Yes,1
CUST03168,Male,30,49,Two year,Fiber optic,64.04,3162.7,Bank transfer,No,No,No,Yes,1
CUST03169,Female,35,63,Month-to-month,Fiber optic,84.95,5387.59,Credit card,No,No,Yes,Yes,1
CUST03170,Female,58,27,Month-to-month,Fiber optic,56.64,1547.86,Bank transfer,No,No,No,No,0
CUST03171,Male,75,55,One year,DSL,65.91,3633.94,Credit card,Yes,No,No,Yes,0
CUST03172,Male,73,58,Two year,Fiber optic,48.78,2831.4,Mailed check,Yes,No,Yes,Yes,0
CUST03173,Male,41,4,Month-to-month,DSL,40.02,187.64,Credit card,No,Yes,Yes,Yes,1
CUST03174,Female,26,53,Month-to-month,Fiber optic,40.77,2168.59,Credit card,Yes,Yes,No,Yes,1
CUST03175,Male,48,43,Month-to-month,No,57.08,2524.97,Electronic check,No,No,No,Yes,0
CUST03176,Female,72,41,Two year,DSL,56.96,2320.54,Electronic check,No,No,No,Yes,0
CUST03177,Female,78,71,One year,Fiber optic,49.87,3597.71,Credit card,No,No,Yes,No,1
CUST03178,Male,58,56,Month-to-month,DSL,47.03,2624.55,Electronic check,No,No,No,Yes,0
CUST03179,Male,27,46,Month-to-month,DSL,59.62,2695.87,Credit card,No,Yes,No,Yes,0
CUST03180,Male,77,24,Month-to-month,Fiber optic,91.46,2155.88,Electronic check,No,Yes,No,No,1
CUST03181,Male,19,43,Month-to-month,Fiber optic,48.63,2050.97,Mailed check,No,Yes,No,Yes,1
CUST03182,Male,55,14,Month-to-month,Fiber optic,48.82,727.39,Bank transfer,Yes,Yes,Yes,Yes,1
CUST03183,Male,32,50,One year,DSL,56.48,2768.54,Electronic check,No,No,No,Yes,0
CUST03184,Female,20,52,Month-to-month,Fiber optic,80.89,4223.94,Bank transfer,No,Yes,No,Yes,1
CUST03185,Female,60,33,Month-to-month,DSL,43.94,1503.5,Electronic check,Yes,Yes,No,Yes,1
CUST03186,Female,48,7,One year,DSL,24.5,59.05,Credit card,No,No,No,Yes,0
CUST03187,Male,23,69,Month-to-month,Fiber optic,68.49,4761.59,Electronic check,No,No,Yes,Yes,0
CUST03188,Female,20,20,Month-to-month,No,42.85,959.7,Electronic check,Yes,Yes,No,Yes,1
CUST03189,Female,73,6,Month-to-month,Fiber optic,70.62,434.55,Bank transfer,Yes,No,Yes,No,1
CUST03190,Female,28,55,Month-to-month,Fiber optic,78.59,4369.5,Bank transfer,Yes,No,Yes,Yes,1
CUST03191,Female,32,48,One year,DSL,32.71,1596.91,Electronic check,No,Yes,No,No,0
CUST03192,Female,62,41,One year,DSL,63.03,2567.46,Bank transfer,Yes,No,No,Yes,0
CUST03193,Male,69,22,Month-to-month,Fiber optic,68.07,1476.24,Electronic check,No,Yes,No,Yes,1
CUST03194,Male,45,51,Month-to-month,No,33.07,1714.13,Credit card,Yes,No,No,Yes,0
CUST03195,Female,27,52,Month-to-month,DSL,42.35,2169.38,Credit card,No,Yes,No,Yes,1
CUST03196,Female,55,15,Month-to-month,DSL,50.28,726.67,Mailed check,No,No,No,Yes,1
